"Pathogen","Taxonomy ID","Uniprot ID","Pathogen Protein","Uniprot ID","Human Protein","Experimental Method","Pubmed ID"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRC9","ORF10_HHV8P ","P35658","NU214_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRC8","ORF11_HHV8P ","Q9HD23","MRS2_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","P90463","TYSY_HHV8P ","Q9Y2Z0","SGT1_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5HAD1","ORF58_HHV8P ","Q9P0P0","RN181_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRD4","ORF4_HHV8P ","Q96ER3","SAAL1_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HR75","ICP27_HHV8P ","O43709","WBS22_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRC6","DYR_HHV8P ","Q07666","KHDR1_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q98157","VMI2_HHV8P ","O43172","PRP4_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRC6","DYR_HHV8P ","Q96C92","SDCG3_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","P0C788","OX2V_HHV8P ","P36507","MP2K2_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRC9","ORF10_HHV8P ","Q9UKV8","AGO2_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q9QR71","ORF73_HHV8P ","P49916","DNLI3_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRD4","ORF4_HHV8P ","O00429","DNM1L_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRC6","DYR_HHV8P ","P22234","PUR6_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5HFD2","ORF24_HHV8P ","Q8IXW5","RPAP2_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRC9","ORF10_HHV8P ","P13798","ACPH_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q98146","VGPCR_HHV8P ","Q8TED1","GPX8_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRC9","ORF10_HHV8P ","P78406","RAE1L_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRC7","VIL6_HHV8P ","P14314","GLU2B_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRD4","ORF4_HHV8P ","O14787","TNPO2_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5HDD0","GM_HHV8P ","P62993","GRB2_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q77Q36","VCYCL_HHV8P ","Q00534","CDK6_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q77Q36","VCYCL_HHV8P ","Q00535","CDK5_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q77Q36","VCYCL_HHV8P ","P51149","RAB7A_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5HEZ4","VFLIP_HHV8P ","Q9Y6K9","NEMO_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRC7","VIL6_HHV8P ","Q14697","GANAB_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5HFD2","ORF24_HHV8P ","P36954","RPB9_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5HB81","GB_HHV8P ","O94766","B3GA3_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRC6","DYR_HHV8P ","Q9H5V9","CX056_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5HFD2","ORF24_HHV8P ","P52434","RPAB3_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q98146","VGPCR_HHV8P ","Q96BQ5","CC127_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5H8Y5","TRX1_HHV8P ","P43246","MSH2_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q9QR71","ORF73_HHV8P ","Q8TBX8","PI42C_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5HCJ2","VCCL3_HHV8P ","Q8IZL8","PELP1_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRD4","ORF4_HHV8P ","Q86U38","NOP9_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q9QR71","ORF73_HHV8P ","P11171","41_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HR75","ICP27_HHV8P ","O00178","GTPB1_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRD4","ORF4_HHV8P ","Q7Z4Q2","HEAT3_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5HFD2","ORF24_HHV8P ","P62487","RPB7_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HR75","ICP27_HHV8P ","Q8WYA0","IFT81_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q9QR71","ORF73_HHV8P ","Q14527","HLTF_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRD4","ORF4_HHV8P ","Q8N878","FRMD1_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRB6","SCAF_HHV8P ","O15131","IMA6_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","P90463","TYSY_HHV8P ","Q02218","ODO1_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRC8","ORF11_HHV8P ","O00629","IMA3_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRC9","ORF10_HHV8P ","P04066","FUCO_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q9QR71","ORF73_HHV8P ","Q9UGN5","PARP2_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q9QR71","ORF73_HHV8P ","P15336","ATF2_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5HF36","K42_HHV8P ","Q5T0T0","MARH8_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5HCJ2","VCCL3_HHV8P ","Q9Y2B0","CNPY2_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5HAD1","ORF58_HHV8P ","Q8N0U8","VKORL_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q98146","VGPCR_HHV8P ","Q5UCC4","EMC10_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5HCJ2","VCCL3_HHV8P ","Q86XK2","FBX11_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRC6","DYR_HHV8P ","O60678","ANM3_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","P90495","MIR1_HHV8P ","Q96HA1","P121A_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q77Q36","VCYCL_HHV8P ","P42771","CDN2A_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRB6","SCAF_HHV8P ","O00308","WWP2_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRB6","SCAF_HHV8P ","P14735","IDE_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRD4","ORF4_HHV8P ","Q9UIA9","XPO7_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5HF36","K42_HHV8P ","P10075","GLI4_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5H8Y5","TRX1_HHV8P ","Q8NDF8","PAPD5_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5HCV3","ORF50_HHV8P ","Q15596","NCOA2_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q9QR71","ORF73_HHV8P ","Q9Y4C1","KDM3A_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","P0C788","OX2V_HHV8P ","Q8WUD6","CHPT1_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","P90463","TYSY_HHV8P ","P10515","ODP2_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRC7","VIL6_HHV8P ","P55084","ECHB_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","P90463","TYSY_HHV8P ","P36957","ODO2_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRD4","ORF4_HHV8P ","Q86VP6","CAND1_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q9QR71","ORF73_HHV8P ","Q96JN8","NEUL4_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q98146","VGPCR_HHV8P ","Q9NTJ5","SAC1_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","P90463","TYSY_HHV8P ","P08559","ODPA_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5HCV3","ORF50_HHV8P ","Q7Z5N4","SDK1_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q9QR71","ORF73_HHV8P ","Q01831","XPC_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRC9","ORF10_HHV8P ","O75592","MYCB2_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5HAD1","ORF58_HHV8P ","Q15042","RB3GP_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q9QR71","ORF73_HHV8P ","Q14195","DPYL3_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRB6","SCAF_HHV8P ","Q9H0M0","WWP1_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q9QR71","ORF73_HHV8P ","Q4KMP7","TB10B_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","P0C788","OX2V_HHV8P ","Q9UI12","VATH_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q9QR71","ORF73_HHV8P ","Q9Y2J2","E41L3_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRB6","SCAF_HHV8P ","Q96LA8","ANM6_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRD3","DNBI_HHV8P ","Q08AD1","CAMP2_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q9QR71","ORF73_HHV8P ","Q96RR1","PEO1_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q98157","VMI2_HHV8P ","O43395","PRPF3_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRC9","ORF10_HHV8P ","P52948","NUP98_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRA1","UL92_HHV8P ","O14773","TPP1_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q9QR71","ORF73_HHV8P ","P15927","RFA2_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5HFA1","UNG_HHV8P ","Q9BZF2","OSBL7_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRD4","ORF4_HHV8P ","Q9Y6E2","BZW2_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q98146","VGPCR_HHV8P ","Q09328","MGT5A_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRC9","ORF10_HHV8P ","O15504","NUPL2_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q9QR71","ORF73_HHV8P ","Q8IV63","VRK3_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q77Q36","VCYCL_HHV8P ","Q00526","CDK3_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5HCJ2","VCCL3_HHV8P ","Q5SY16","NOL9_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRC8","ORF11_HHV8P ","O00505","IMA4_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q98157","VMI2_HHV8P ","P62310","LSM3_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRA7","MCP_HHV8P ","Q96EP0","RNF31_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRB6","SCAF_HHV8P ","P52294","IMA5_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q9QR71","ORF73_HHV8P ","Q7L7L0","H2A3_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q9QR71","ORF73_HHV8P ","P35244","RFA3_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5HAD1","ORF58_HHV8P ","Q9Y6Y8","S23IP_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q2HRC9","ORF10_HHV8P ","O43148","MCES_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","Q9QR71","ORF73_HHV8P ","P27694","RFA1_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18","868565","F5HFD2","ORF24_HHV8P ","O15514","RPB4_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 1","10298","Q9J0X9","Q9J0X9_HHV1 ","Q96SB4","SRPK1_HUMAN ","anti bait coimmunoprecipitation","12660167"
"Human herpesvirus 1","10298","Q9J0X9","Q9J0X9_HHV1 ","P25963","IKBA_HUMAN ","anti bait coimmunoprecipitation","18539148"
"Human herpesvirus 1","10298","Q9J0X9","Q9J0X9_HHV1 ","Q6P2Q9","PRP8_HUMAN ","anti bait coimmunoprecipitation","15567442"
"Human herpesvirus 1","10298","Q9J0X9","Q9J0X9_HHV1 ","Q99613","EIF3C_HUMAN ","anti bait coimmunoprecipitation","15567442"
"Human herpesvirus 1","10298","Q9J0X9","Q9J0X9_HHV1 ","P11142","HSP7C_HUMAN ","anti bait coimmunoprecipitation","15567442"
"Human herpesvirus 1","10298","Q9J0X9","Q9J0X9_HHV1 ","P61978","HNRPK_HUMAN ","anti bait coimmunoprecipitation","15567442"
"Human herpesvirus 1","10298","Q9J0X9","Q9J0X9_HHV1 ","P11940","PABP1_HUMAN ","anti bait coimmunoprecipitation","15567442"
"Human herpesvirus 1","10298","Q9J0X9","Q9J0X9_HHV1 ","P60709","ACTB_HUMAN ","anti bait coimmunoprecipitation","15567442"
