"Pathogen","Taxonomy ID","Uniprot ID","Pathogen Protein","Uniprot ID","Human Protein","Experimental Method","Pubmed ID"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q9UKL0","RCOR1_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","O75533","SF3B1_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q14191","WRN_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P17844","DDX5_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P51532","SMCA4_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P49959","MRE11_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P20585","MSH3_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q9H2P0","ADNP_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P12956","XRCC6_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q96ST3","SIN3A_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P28370","SMCA1_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P12268","IMDH2_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q92769","HDAC2_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q14683","SMC1A_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","O60506","HNRPQ_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q9Y5B9","SP16H_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P09874","PARP1_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q9UMS4","PRP19_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1","10298","Q9J0X9","Q9J0X9_HHV1 ","P25963","IKBA_HUMAN ","anti tag coimmunoprecipitation","18539148"
"Human herpesvirus 1","10298","U5TQE9","U5TQE9_HHV1 ","Q9Y572","RIPK3_HUMAN ","anti tag coimmunoprecipitation","26559832"
"Human herpesvirus 1","10298","U5TQE9","U5TQE9_HHV1 ","Q13546","RIPK1_HUMAN ","anti tag coimmunoprecipitation","26559832"
"Human herpesvirus 1","10298","Q9J0X9","Q9J0X9_HHV1 ","P84103","SRSF3_HUMAN ","two hybrid","12660167"
"Human herpesvirus 1","10298","Q25BW6","Q25BW6_HHV1 ","P63172","DYLT1_HUMAN ","two hybrid","15117959"
"Human herpesvirus 1","10298","Q25BW6","Q25BW6_HHV1 ","Q9UPY8","MARE3_HUMAN ","two hybrid","15117959"
"Human herpesvirus 1","10298","G8HBG2","G8HBG2_HHV1 ","Q16594","TAF9_HUMAN ","two hybrid","7597030"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","P30281","CCND3_HUMAN ","two hybrid","9311810"
"Human herpesvirus 1 STRAIN 17","10299","P10238","ICP27_HHV11 ","P67870","CSK2B_HUMAN ","two hybrid","10506147"
"Human herpesvirus 1 STRAIN 17","10299","P10238","ICP27_HHV11 ","P61978","HNRPK_HUMAN ","two hybrid","10506147"
"Human herpesvirus 1 STRAIN 17","10299","P10230","TEG1_HHV11 ","P63172","DYLT1_HUMAN ","two hybrid*","15117959"
"Human herpesvirus 1 STRAIN 17","10299","P10230","TEG1_HHV11 ","Q9UPY8","MARE3_HUMAN ","two hybrid*","15117959"
"Human herpesvirus 1 STRAIN 17","10299","P10219","SCP_HHV11 ","P63172","DYLT1_HUMAN ","two hybrid*","15117959"
"Human herpesvirus 1 STRAIN 17","10299","P10219","SCP_HHV11 ","Q9UPY8","MARE3_HUMAN ","two hybrid*","15117959"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q93009","UBP7_HUMAN ","two hybrid","22875967"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q93009","UBP7_HUMAN ","two hybrid","21949651"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q93009","UBP7_HUMAN ","two hybrid","22438555"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","P61956","SUMO2_HUMAN ","two hybrid","21949651"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","P55854","SUMO3_HUMAN ","two hybrid","21949651"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q92624","APBP2_HUMAN ","two hybrid","12915535"
"Human herpesvirus 1 STRAIN 17","10299","P10193","OBP_HHV11 ","P51610","HCFC1_HUMAN ","two hybrid","20133788"
"Human herpesvirus 1 STRAIN 17","10299","P04293","DPOL_HHV11 ","P51610","HCFC1_HUMAN ","two hybrid","20133788"
"Human herpesvirus 1 STRAIN 17","10299","P10236","PRIM_HHV11 ","P51610","HCFC1_HUMAN ","two hybrid","20133788"
"Human herpesvirus 1 STRAIN 17","10299","P10233","VP22_HHV11 ","Q01081","U2AF1_HUMAN ","two hybrid","21424732"
"Human herpesvirus 1 STRAIN 17","10299","P10233","VP22_HHV11 ","Q14289","FAK2_HUMAN ","two hybrid","21424732"
"Human herpesvirus 1 STRAIN 17","10299","P10233","VP22_HHV11 ","Q8N5U6","RNF10_HUMAN ","two hybrid","21424732"
"Human herpesvirus 1 STRAIN 17","10299","P10233","VP22_HHV11 ","Q9H3M7","TXNIP_HUMAN ","two hybrid","21424732"
"Human herpesvirus 1 STRAIN 17","10299","P10233","VP22_HHV11 ","Q9HAU4","SMUF2_HUMAN ","two hybrid","21424732"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","P51668","UB2D1_HUMAN ","two hybrid","22438555"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q93009","UBP7_HUMAN ","coimmunoprecipitation","9847347"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q93009","UBP7_HUMAN ","coimmunoprecipitation","9034339"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","O15379","HDAC3_HUMAN ","coimmunoprecipitation","15194749"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","O14981","BTAF1_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","O60264","SMCA5_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","O60506","HNRPQ_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","O75533","SF3B1_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","O95602","RPA1_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P02545","LMNA_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P09874","PARP1_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P12004","PCNA_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P12268","IMDH2_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P12956","XRCC6_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P13010","XRCC5_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P20585","MSH3_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P28370","SMCA1_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P35659","DEK_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P38398","BRCA1_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P43246","MSH2_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P49736","MCM2_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P49959","MRE11_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P50402","EMD_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P51532","SMCA4_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P52701","MSH6_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P54132","BLM_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P55209","NP1L1_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P62136","PP1A_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P78347","GTF2I_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P78527","PRKDC_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q09028","RBBP4_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q12873","CHD3_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q13426","XRCC4_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q14191","WRN_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q14683","SMC1A_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q15393","SF3B3_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q86XP3","DDX42_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q8TAQ2","SMRC2_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q92769","HDAC2_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q92878","RAD50_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q92922","SMRC1_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q93009","UBP7_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q969G3","SMCE1_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q96GM5","SMRD1_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q9H2P0","ADNP_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q9UKL0","RCOR1_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q9UMS4","PRP19_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q9Y265","RUVB1_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q9Y5B9","SP16H_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P10193","OBP_HHV11 ","P09884","DPOLA_HUMAN ","coimmunoprecipitation","7644508"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","P56524","HDAC4_HUMAN ","coimmunoprecipitation","15194749"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q8WUI4","HDAC7_HUMAN ","coimmunoprecipitation","15194749"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q9UQL6","HDAC5_HUMAN ","coimmunoprecipitation","15194749"
"Human herpesvirus 1 STRAIN 17","10299","P10238","ICP27_HHV11 ","P61978","HNRPK_HUMAN ","coimmunoprecipitation","10506147"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","A7E2E1","A7E2E1_HUMAN ","coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P10238","ICP27_HHV11 ","P67870","CSK2B_HUMAN ","coimmunoprecipitation*","10506147"
"Human herpesvirus 1","10298","Q9J0X9","Q9J0X9_HHV1 ","Q96SB4","SRPK1_HUMAN ","experimental interaction detection","12660167"
"Human herpesvirus 1","10298","G8HBG2","G8HBG2_HHV1 ","Q00403","TF2B_HUMAN ","experimental interaction detection","7824954"
"Human herpesvirus 1","10298","G8HBG2","G8HBG2_HHV1 ","Q00403","TF2B_HUMAN ","experimental interaction detection","7642611"
"Human herpesvirus 1","10298","U5TQE9","U5TQE9_HHV1 ","Q9Y572","RIPK3_HUMAN ","experimental interaction detection","26559832"
"Human herpesvirus 1 STRAIN KOS","10306","A1Z0Q5","GD_HHV1K ","Q15223","NECT1_HUMAN ","fluorescence-activated cell sorting","12011057"
"Human herpesvirus 1","10298","G8HBG2","G8HBG2_HHV1 ","Q71SY5","MED25_HUMAN ","isothermal titration calorimetry","21378963"
"Human herpesvirus 1 STRAIN 17","10299","P04488","GE_HHV11 ","P01857","IGHG1_HUMAN ","molecular sieving","16646632"
"Human herpesvirus 1","10298","G8HBG2","G8HBG2_HHV1 ","Q71SY5","MED25_HUMAN ","nuclear magnetic resonance","21378963"
"Human herpesvirus 1","10298","G8HBG2","G8HBG2_HHV1 ","Q71SY5","MED25_HUMAN ","nuclear magnetic resonance","21378965"
"Human herpesvirus 1","10298","Q9J0X9","Q9J0X9_HHV1 ","P25963","IKBA_HUMAN ","pull down","18539148"
"Human herpesvirus 1","10298","Q25BW6","Q25BW6_HHV1 ","P63172","DYLT1_HUMAN ","pull down*","15117959"
"Human herpesvirus 1","10298","Q25BW6","Q25BW6_HHV1 ","Q9UPY8","MARE3_HUMAN ","pull down*","15117959"
"Human herpesvirus 1","10298","Q9J0X9","Q9J0X9_HHV1 ","O00303","EIF3F_HUMAN ","pull down","15567442"
"Human herpesvirus 1","10298","Q9J0X9","Q9J0X9_HHV1 ","P55884","EIF3B_HUMAN ","pull down","15567442"
"Human herpesvirus 1","10298","G8HBG2","G8HBG2_HHV1 ","Q71SY5","MED25_HUMAN ","pull down","24874105"
"Human herpesvirus 1","10298","G8HBG2","G8HBG2_HHV1 ","Q71SY5","MED25_HUMAN ","pull down","21378963"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q96B97","SH3K1_HUMAN ","pull down","15824310"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","P22681","CBL_HUMAN ","pull down","15824310"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q93009","UBP7_HUMAN ","pull down","9847347"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q93009","UBP7_HUMAN ","pull down","9034339"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","P0CG48","UBC_HUMAN ","pull down","20075863"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","O15379","HDAC3_HUMAN ","pull down","15194749"
"Human herpesvirus 1 STRAIN 17","10299","P10215","NEC1_HHV11 ","P02545","LMNA_HUMAN ","pull down","15140953"
"Human herpesvirus 1 STRAIN 17","10299","P10218","NEC2_HHV11 ","P02545","LMNA_HUMAN ","pull down","15140953"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","P56524","HDAC4_HUMAN ","pull down","15194749"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q8WUI4","HDAC7_HUMAN ","pull down","15194749"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q9UQL6","HDAC5_HUMAN ","pull down","15194749"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","P30281","CCND3_HUMAN ","pull down","9311810"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q5JPT6","Q5JPT6_HUMAN ","pull down","15824310"
"Human herpesvirus 1 STRAIN 17","10299","P10230","TEG1_HHV11 ","P63172","DYLT1_HUMAN ","pull down*","15117959"
"Human herpesvirus 1 STRAIN 17","10299","P10230","TEG1_HHV11 ","Q9UPY8","MARE3_HUMAN ","pull down*","15117959"
"Human herpesvirus 1 STRAIN 17","10299","P10219","SCP_HHV11 ","P63172","DYLT1_HUMAN ","pull down*","15117959"
"Human herpesvirus 1 STRAIN 17","10299","P10219","SCP_HHV11 ","Q9UPY8","MARE3_HUMAN ","pull down*","15117959"
"Human herpesvirus 1 STRAIN 17","10299","P06492","VP16_HHV11 ","O00458","IFRD1_HUMAN ","pull down","7809103"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q93009","UBP7_HUMAN ","pull down","18590780"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q9UKV0","HDAC9_HUMAN ","pull down","15194749"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","P0CG48","UBC_HUMAN ","pull down","11752173"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q92624","APBP2_HUMAN ","pull down","12915535"
"Human herpesvirus 1 STRAIN 17","10299","P10221","UL37_HHV11 ","Q9Y4K3","TRAF6_HUMAN ","pull down","18682563"
"Human herpesvirus 1 STRAIN 17","10299","P10208","UL24_HHV11 ","Q9Y4K3","TRAF6_HUMAN ","pull down","18682563"
"Human herpesvirus 1 STRAIN 17","10299","P10238","ICP27_HHV11 ","Q9UBU9","NXF1_HUMAN ","pull down","15767397"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","P51668","UB2D1_HUMAN ","pull down","11752173"
"Human herpesvirus 1 STRAIN 17","10299","P04488","GE_HHV11 ","P01857","IGHG1_HUMAN ","surface plasmon resonance","16646632"
"Human herpesvirus 1 STRAIN 17","10299","P04488","GE_HHV11 ","P01857","IGHG1_HUMAN ","x-ray crystallography","16646632"
"Human herpesvirus 1 STRAIN 17","10299","Q69091","GD_HHV11 ","Q92956","TNR14_HUMAN ","x-ray crystallography*","11511370"
"Human herpesvirus 1","10298","G8HBG2","G8HBG2_HHV1 ","P14859","PO2F1_HUMAN ","comigration in non denaturing gel electrophoresis","8001121"
"Human herpesvirus 1 STRAIN 17","10299","P10193","OBP_HHV11 ","P09884","DPOLA_HUMAN ","enzyme linked immunosorbent assay","7644508"
"Human herpesvirus 1","10298","G8HBG2","G8HBG2_HHV1 ","Q71SY5","MED25_HUMAN ","electrophoretic mobility shift assay","21378965"
"Human herpesvirus 1 STRAIN 17","10299","P10193","OBP_HHV11 ","P09884","DPOLA_HUMAN ","electrophoretic mobility shift assay","7644508"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q8IUQ4","SIAH1_HUMAN ","enzymatic study","21632771"
"Human herpesvirus 1 STRAIN 17","10299","P10220","LTP_HHV11 ","P0CG48","UBC_HUMAN ","enzymatic study","20190741"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","O76064","RNF8_HUMAN ","enzymatic study","20075863"
"Human herpesvirus 1 STRAIN 17","10299","P10220","LTP_HHV11 ","Q15843","NEDD8_HUMAN ","enzymatic study","20190741"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","P48730","KC1D_HUMAN ","enzymatic study","22405594"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","O76064","RNF8_HUMAN ","fluorescence microscopy","20075863"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q14676","MDC1_HUMAN ","fluorescence microscopy","20075863"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","P30281","CCND3_HUMAN ","fluorescence microscopy","9311810"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q12888","TP53B_HUMAN ","fluorescence microscopy","20075863"
"Human herpesvirus 1 STRAIN 17","10299","P08392","ICP4_HHV11 ","P23497","SP100_HUMAN ","imaging technique","21779164"
"Human herpesvirus 1 STRAIN 17","10299","P08392","ICP4_HHV11 ","Q9UER7","DAXX_HUMAN ","imaging technique","21779164"
"Human herpesvirus 1 STRAIN 17","10299","P08392","ICP4_HHV11 ","P63165","SUMO1_HUMAN ","imaging technique","21779164"
"Human herpesvirus 1 STRAIN 17","10299","P08392","ICP4_HHV11 ","P29590","PML_HUMAN ","imaging technique","21779164"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","P63165","SUMO1_HUMAN ","imaging technique","21949651"
"Human herpesvirus 1 STRAIN 17","10299","P08392","ICP4_HHV11 ","P61956","SUMO2_HUMAN ","imaging technique","21779164"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","P61956","SUMO2_HUMAN ","imaging technique","21949651"
"Human herpesvirus 1 STRAIN 17","10299","P08392","ICP4_HHV11 ","P55854","SUMO3_HUMAN ","imaging technique","21779164"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","P55854","SUMO3_HUMAN ","imaging technique","21949651"
"Human herpesvirus 1 STRAIN 17","10299","P08392","ICP4_HHV11 ","O75928","PIAS2_HUMAN ","imaging technique","21779164"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","P05141","ADT2_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","P23396","RS3_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","Q08380","LG3BP_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","Q6NSJ2","PHLB3_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","Q05639","EF1A2_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","P07437","TBB5_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","Q16543","CDC37_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","P08238","HS90B_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","P62269","RS18_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","P68104","EF1A1_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","P78371","TCPB_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","P50990","TCPQ_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","P07900","HS90A_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","Q5VTE0","EF1A3_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","O14654","IRS4_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","P40227","TCPZ_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","P50991","TCPD_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","P12236","ADT3_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","P17987","TCPA_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","P49368","TCPG_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","Q9BUJ2","HNRL1_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","Q8NF91","SYNE1_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","P24666","PPAC_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","P55795","HNRH2_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","O14734","ACOT8_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","Q13162","PRDX4_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","P31943","HNRH1_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","Q06830","PRDX1_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04413","US03_HHV11 ","P62249","RS16_HUMAN ","tandem affinity purification","22810585"
