"Pathogen","Taxonomy ID","Uniprot ID","Pathogen Protein","Uniprot ID","Human Protein","Experimental Method","Pubmed ID"
"Human herpesvirus 1 STRAIN 17","10299","P10225","SHUT_HHV11 ","P19474","RO52_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P10225","SHUT_HHV11 ","P07437","TBB5_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P10225","SHUT_HHV11 ","O95816","BAG2_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P10225","SHUT_HHV11 ","O14782","KIF3C_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P10225","SHUT_HHV11 ","Q15056","IF4H_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P10225","SHUT_HHV11 ","Q08380","LG3BP_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","P12036","NFH_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q93009","UBP7_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P36313","ICP34_HHV11 ","Q71UM5","RS27L_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P36313","ICP34_HHV11 ","P62736","ACTA_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P36313","ICP34_HHV11 ","P63267","ACTH_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P36313","ICP34_HHV11 ","P07437","TBB5_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P36313","ICP34_HHV11 ","Q9BQE3","TBA1C_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P36313","ICP34_HHV11 ","P12036","NFH_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P36313","ICP34_HHV11 ","P62829","RL23_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P36313","ICP34_HHV11 ","P42677","RS27_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P36313","ICP34_HHV11 ","Q71U36","TBA1A_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P36313","ICP34_HHV11 ","P62805","H4_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P36313","ICP34_HHV11 ","P62269","RS18_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P36313","ICP34_HHV11 ","P18621","RL17_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q9HCE1","MOV10_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62854","RS26_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q99879","H2B1M_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P58876","H2B1D_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q08211","DHX9_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P00338","LDHA_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P05386","RLA1_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P39019","RS19_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q5VTE0","EF1A3_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P12277","KCRB_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62805","H4_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P46781","RS9_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q07020","RL18_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P30050","RL12_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P46779","RL28_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P68431","H31_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62266","RS23_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q13247","SRSF6_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q92522","H1X_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62807","H2B1C_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P19338","NUCL_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","O60814","H2B1K_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P31943","HNRH1_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q08170","SRSF4_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P10809","CH60_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P36578","RL4_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P68104","EF1A1_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q99878","H2A1J_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P0C0S8","H2A1_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P15880","RS2_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P06748","NPM_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P11940","PABP1_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62269","RS18_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62888","RL30_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P04908","H2A1B_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q8N257","H2B3B_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P18077","RL35A_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62906","RL10A_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q9HCC0","MCCB_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q6NVV1","R13P3_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P40429","RL13A_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q5QNW6","H2B2F_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P05166","PCCB_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q16778","H2B2E_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q9BQE3","TBA1C_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q96RQ3","MCCA_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P26196","DDX6_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q8WWM7","ATX2L_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62244","RS15A_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P61513","RL37A_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P04406","G3P_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q16695","H31T_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q9Y3U8","RL36_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q9UNX3","RL26L_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P83731","RL24_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P84098","RL19_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P25705","ATPA_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P16989","YBOX3_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P83881","RL36A_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P60866","RS20_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q9HAV7","GRPE1_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","A5A3E0","POTEF_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62861","RS30_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P06899","H2B1J_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q71DI3","H32_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P50914","RL14_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P32969","RL9_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P52597","HNRPF_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P20671","H2A1D_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q99623","PHB2_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62280","RS11_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q99880","H2B1L_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P46783","RS10_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P09651","ROA1_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62736","ACTA_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P18621","RL17_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P25398","RS12_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P46778","RL21_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P05388","RLA0_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q02878","RL6_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62847","RS24_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62424","RL7A_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62937","PPIA_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P23396","RS3_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q6S8J3","POTEE_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P08865","RSSA_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62241","RS8_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q71U36","TBA1A_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q96KK5","H2A1H_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62899","RL31_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P22061","PIMT_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q13243","SRSF5_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62750","RL23A_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P61254","RL26_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P61247","RS3A_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P61353","RL27_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P18124","RL7_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62917","RL8_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62081","RS7_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P49207","RL34_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q7L7L0","H2A3_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q969Q0","RL36L_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P39023","RL3_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62753","RS6_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","O95793","STAU1_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P63267","ACTH_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P67809","YBOX1_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P06733","ENOA_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q6FI13","H2A2A_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P49458","SRP09_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q9BTM1","H2AJ_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q93077","H2A1C_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62701","RS4X_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q9NR30","DDX21_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q00839","HNRPU_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q16777","H2A2C_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P55795","HNRH2_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P05165","PCCA_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62910","RL32_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P08238","HS90B_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62277","RS13_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q93079","H2B1H_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P46777","RL5_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P33778","H2B1B_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q8NCM8","DYHC2_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P42766","RL35_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62913","RL11_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P61313","RL15_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P23527","H2B1O_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P07195","LDHB_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P84243","H33_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P46776","RL27A_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q99877","H2B1N_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q02543","RL18A_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P35268","RL22_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q9NZI8","IF2B1_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P57053","H2BFS_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P46782","RS5_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P62829","RL23_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","O43390","HNRPR_HUMAN ","tandem affinity purification","22810585"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","O76064","RNF8_HUMAN ","tandem affinity purification","20075863"
"Human herpesvirus 1 STRAIN 17","10299","P36313","ICP34_HHV11 ","P62136","PP1A_HUMAN ","bimolecular fluorescence complementation","18068675"
"Human herpesvirus 1 STRAIN 17","10299","Q69091","GD_HHV11 ","Q92956","TNR14_HUMAN ","x-ray fiber diffraction*","11511370"
"Human herpesvirus 1","10298","G8HBG2","G8HBG2_HHV1 ","Q00403","TF2B_HUMAN ","Other Methods","15081896"
"Human herpesvirus 1","10298","G8HBG2","G8HBG2_HHV1 ","Q16594","TAF9_HUMAN ","Other Methods","15081896"
"Human herpesvirus 1","10298","G8HBG2","G8HBG2_HHV1 ","Q00403","TF2B_HUMAN ","unspecified method","8800208"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P38398","BRCA1_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q8TAQ2","SMRC2_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P78527","PRKDC_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P62136","PP1A_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P49736","MCM2_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P55209","NP1L1_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q92922","SMRC1_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","Q09028","RBBP4_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P52701","MSH6_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P50402","EMD_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P04296","DNBI_HHV11 ","P43246","MSH2_HUMAN ","anti bait coimmunoprecipitation","15140983"
"Human herpesvirus 1 STRAIN 17","10299","P10221","UL37_HHV11 ","A8K6K3","A8K6K3_HUMAN ","anti bait coimmunoprecipitation","18682563"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q93008","USP9X_HUMAN ","anti bait coimmunoprecipitation","26596467"
"Human herpesvirus 1 STRAIN 17","10299","P10221","UL37_HHV11 ","P49116","NR2C2_HUMAN ","anti bait coimmunoprecipitation","18682563"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","O95786","DDX58_HUMAN ","anti bait coimmunoprecipitation","22301138"
"Human herpesvirus 1 STRAIN 17","10299","P10238","ICP27_HHV11 ","Q9UBU9","NXF1_HUMAN ","anti bait coimmunoprecipitation","22334672"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","P19525","E2AK2_HUMAN ","anti bait coimmunoprecipitation","11836380"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q9BYX4","IFIH1_HUMAN ","anti bait coimmunoprecipitation","22301138"
"Human herpesvirus 1 STRAIN F","10304","P06436","GB_HHV1F ","Q9UKJ1","PILRA_HUMAN ","anti bait coimmunoprecipitation","18358807"
"Human herpesvirus 1 STRAIN 17","10299","P06492","VP16_HHV11 ","P51610","HCFC1_HUMAN ","anti tag coimmunoprecipitation","16624878"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","O95786","DDX58_HUMAN ","anti tag coimmunoprecipitation","22301138"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q9BYX4","IFIH1_HUMAN ","anti tag coimmunoprecipitation","22301138"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","O00585","CCL21_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","P48454","PP2BC_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10228","GC_HHV11 ","Q9HCD5","NCOA5_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","Q9Y6H6","KCNE3_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10186","UNG_HHV11 ","Q9Y5F6","PCDGM_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10228","GC_HHV11 ","Q9Y3Q8","T22D4_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","P31260","HXA10_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","P08708","RS17_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q7L190","DPPA4_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10224","RIR2_HHV11 ","O60760","HPGDS_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10220","LTP_HHV11 ","O14964","HGS_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10240","UL56_HHV11 ","O00308","WWP2_HUMAN ","two hybrid","23950709"
